"","rowid","UNIQUE_ID","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"457","472","11310100104",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,2
"458","473","11311100104",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,2
"459","474","11312100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"460","475","11313100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"461","476","11314100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"462","477","11315100104",1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1
"463","478","11316100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,3,3,2,1
"464","479","11317100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,3,3,2,1
"465","480","11318100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,3,3,2,1
"466","481","11319100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,3,3,2,1
"467","482","11320100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,2
"468","483","11321100104",1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"469","484","11322100104",1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,3,2,2,1
"470","485","11323100104",1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"471","486","11324100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"472","487","11800100104",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"473","488","12001100104",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1
"474","489","12002100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,3,3,2,2,3,3,2,2
"475","490","12003101104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2
"476","491","12003102104",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,3,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,3,2,3,3,3,4,3,2,4,4,3,2
"477","492","12003103104",1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"478","493","12003104104",1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1
"479","494","12004100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,3,3,2,2,3,3,2,2
"480","495","12005100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,3,3,2,1
"481","496","12006100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,3,3,2,2,3,3,2,2
"482","497","12027103104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,3,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"483","498","12028100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"484","499","12029100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"485","500","12030100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"486","501","12031100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"487","502","12032100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"488","503","12033100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2
"489","504","12034100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"490","505","12035100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"491","506","12036100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2
"492","507","12037100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"493","508","12038101104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"494","509","12038102104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"495","510","12039100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"496","511","12040100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"497","512","12041100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,3,3,2
"498","513","12042100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"499","514","12043101104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"500","515","12043102104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"501","516","12012100104",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"502","517","12013100104",1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1
"503","518","12014100104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"504","519","12015100104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"505","520","12016101104",1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"506","521","12016102104",1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"507","522","12016103104",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1
"508","523","12017100104",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"509","524","12018100104",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"510","525","12019100104",1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,3,2,2,1
"511","526","12020100104",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,0,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1
"512","527","12021100104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,3,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"513","529","12023100104",2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,3,2,2,3,2,3,2,2,2,2,3,2,3,3,3,2,3,3,3,2
"514","530","12024100104",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"515","531","12025100104",2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,3,2,2,3,2,3,2,2,2,2,3,2,3,4,3,2,3,3,3,2
"516","532","12026100104",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,0,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1
"517","533","12027100104",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"518","534","12027101104",2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,3,2,3,2,3,2,3,3,3,2,2,3,2,3,3,2,3,3,2,2,3,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,4,4,3,3
"519","535","12096100104",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1
"520","536","12097100104",3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,3,4,5,4,3,5,5,4,3
"521","537","12098100104",3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,3,4,5,4,3,5,5,4,3
"522","538","12099100104",3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,3,4,5,4,3,5,5,4,3
"523","539","12100100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2
"524","540","12101100104",3,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,3,4,5,4,3,5,5,4,3
"525","541","12044100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"526","542","12045100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"527","543","12046100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"528","544","12047100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"529","545","12048100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"530","546","12049100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"531","547","12050100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"532","548","12051100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"533","549","12052101104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"534","550","12052102104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"535","551","12053100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"536","552","12054100104",3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,3,4,5,4,3,5,5,4,3
"537","553","12055101104",3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,3,4,5,4,3,5,5,4,3
"538","554","12055102104",3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,3,4,5,4,3,5,5,4,3
"539","556","12057100104",1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1
"540","557","12058100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2
